ship_mmsi,allowed_ports
OAOFCNKKK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNPLI,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OFFRYFYKK,"BRPDM,SARTA,KWMAA,IQMAB,AERUW,OMSOH,AEFUJ,CNHUI,MY3182,CNLSN,CNNBO,CNZOS,CNJIN,CNTJN,CNJIT,MY3173,CNLYG,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNSDG,AUPHE,CNRIZ,SGSGP,CNZHA,CNQIZ,CNQIN,CNCFD,CNMJS,KRGWA,JPKII,JPSKI,KRULS,KRINC,JPCBA,KRYOS"
OACFGNKKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OFFGGNAKK,"BRPDM,SARTA,KWMAA,IQMAB,AERUW,OMSOH,AEFUJ,CNHUI,MY3182,CNLSN,CNNBO,CNZOS,CNJIN,CNHUA,CNTAI,CNTJN,CNJIT,MY3173,CNLYG,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNBYQ,CNSDG,AUPHE,CNRIZ,SGSGP,AUPWA,CNZHA,CNDDG,CNQIZ,CNQIN,CNCFD,AUDPR,CNMJS,KRGWA,JPKII,JPSKI,KRULS,KRINC,JPCBA,KRYOS"
OARACYKKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OACCSSKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USNPN,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,NLAMS,SIKOP,ITGOA,FRDKK,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,AUGER,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,IDTBR,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,CNMWN,CNCGM,CNXIA,CN2039,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUHAY,RUNJK"
OARCROGGK,"CNHUI,CNCZH,CNHKO,CNSTO,CNBHI,CNZHA,CNDNG"
OACNCRSYK,"USLUA,PECAL,ECGYL,USNYK,PEMAT,ECPBO,UYULA,CLMEJ,BRRDJ,UYMON,BRRGR,GBBEL,PTLXS,GHTEM,GNCON,IEDUB,FRLEH,BEZEE,SIKOP,ITGOA,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,ITRAV,FRROU,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,ESBIL,TRGEB,TRYAR,ZADUR,GRAGT,ZARIB,LTKLJ,FIKOT,ZAPLZ,EGALE,KEMOM,TZDRS,AEJAL,OMSOH,PKQAS,PKKAR,INKAN,THLCB,IDCXP,IDJAK,VNHCM,VNHPG,VNQUN,THRAY,IDSUR,CNHUM,CNCJN,CNHUI,CNCZH,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNDAF,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNTAI,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNSHA,CNDSN,CNTAX,CNFUZ,CNJIA,TWHLN,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNDJK,CNBYQ,CNYIZ,CNSHS,CNSDG,AUBUN,CNPLI,CNCGM,CNXIA,CNBHI,PHBAT,TWMAI,CNRIZ,SGSGP,TWTCH,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNDNG,CNWEI,CNNDE,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,JPTOK,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPMOJ,JPOSK,AUGLE,AUMEL,AUNTL,AUPKE,AUADE,AUBRI,AUGEE,NZAKL,NZTAU"
OARAROKKK,"CNCJN,CNHUI,CNCZH,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNHKO,CNDYI,CNSTO,CNCJK,CNDSN,CNTAX,CNFUZ,CNJIA,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,TWKAO,CNBAS,CNDJK,CNYIZ,CNSDG,CNBHI,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNNJG,CNDNG,CNWEI,KRDAN,KRULS"
OAOFASKKK,"CAVCR,USLUA,PECAL,ECGYL,USNYK,PEMAT,ECPBO,UYULA,CLMEJ,BRVIT,BRRDJ,UYMON,BRSTS,BRRGR,GBBEL,PTLXS,MACAS,GHTEM,GNCON,IEDUB,FRLEH,BEZEE,SIKOP,ITGOA,NLVSG,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,ITRAV,FRROU,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,ESBIL,TRGEB,LVRIX,TRYAR,ZADUR,GRAGT,TRLMA,TRDER,ZARIB,JOAQA,LTKLJ,FIKOT,ROCON,ZAPLZ,UACHO,EGALE,BHBAH,KEMOM,TZDRS,SADMA,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERAK,RUNVS,RUSPG,OMSOH,AEFUJ,PKQAS,PKKAR,INKAN,INMUN,THLCB,IDCXP,IDJAK,VNHCM,VNHPG,VNQUN,THRAY,IDSUR,CNHUM,CNCJN,CNHUI,CNCZH,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNDAF,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNSHA,CNNSA,CNDSN,CNTAX,CNLAZ,CNFUZ,CNJIA,TWHLN,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNDJK,CNBYQ,CNLKU,CNYIZ,CNSHS,CNSDG,AUBUN,CNPLI,CNCGM,CNXIA,CNBHI,PHBAT,TWMAI,CNRIZ,SGSGP,TWTCH,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNLVS,CNCFD,CNNJG,CNGLA,CNDNG,CNWEI,CNNDE,KRPOH,KRKUN,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPHHR,KRMAS,JPSKI,JPTOK,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPMOJ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUPKE,AUADE,AUBRI,AUGEE,NZAKL,NZTAU,NZNAP"
OARAFRKKK,"USSEA,USLGB,CAPRR,USLSA,CAVCR,USOAK,MXESE,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,CLLIR,BRPDM,GBLGP,MATAN,FRLEH,BEZEE,FRFOS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,BEANT,PLGDA,ESVAL,NLROT,TRMER,TRISK,TRYAR,EGSOK,TRALI,TRIST,GRPIR,EGPSA,JOAQA,EGDAM,SAJUB,SADMA,QAHMD,SAJED,AEJAL,OMSOH,AEKHA,PKKAR,INNSA,LKCOL,INMUN,VNCMP,THLCB,VNHPG,HKHKG,CNNBO,CNZOS,CNFUN,CNTJN,MYPKE,CNYSN,CNWGQ,CNCJK,CNJIT,CNNSA,CNYTN,CNLYG,CNMEZ,CNDAL,TWKAO,CNSLH,CNDJK,CNMWN,CNXIA,CNSHE,SGSGP,TWTAP,CNQIN,KRGWA,KRBUS"
NGRKGAFKK,"BRPDM,XZKMN,SAJUT,QAASN,SARTA,KWMAA,IQMAB,AERUW,OMMAF,AEZUR,AEFUJ,MMMIO,CNHUI,CNLSN,CNNBO,CNZOS,CNJIN,CNTJN,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNSDG,SGSGP,CNZHA,CNQIZ,CNQIN,CNCFD,KRGWA,JPKII,JPSKI,JPCBA"
OFFAYOAKK,"CNNBO,CNTJN,CNDAL,SGSGP,CNQIN,KRGWA"
NGRAASOKK,"BRPDM,CNMEZ,CNSLH,CNDJK"
OARAFCKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,TRYAR,TRALI,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,SADMA,SAJED,QARAS,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,PKQAS,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,CN9878,CNSDG,CNMWN,CNCGM,CNXIA,CN2039,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,CNWEI,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUSYD,AUHAY,RUNJK"
OARASNKKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OARCRCSGK,"CNHKO,CNSYA,CNBHI,CNZHA,CNHAA"
OAOAONKKK,"USSEA,USLSA,CAVCR,PABAL,USNFK,USSAV,USCHA,USNYK,BRTUB,BRPDM,BRITA,GBSOU,FRLEH,BEZEE,FRFOS,ITGOA,DEHAM,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,JOAQA,EGALE,SADMA,SAJED,QARAS,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,PKKAR,INMUN,VNCAM,CNHUI,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,AUCPN,CNHUA,CNTAI,CNTJN,MYPKE,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNSDG,CNCGM,AUPHE,CNXIA,CNRIZ,CNSHE,SGSGP,TWTAP,CNZHA,CNZHE,CNDDG,CNQIZ,CNLYW,CNBAO,CNQIN,CNCFD,CNGLA,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUAPT,AUNTL,AUBRI,AUHAY"
OAOFSCKKK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,UYULA,BRPEC,BRTUB,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
CRNKGSKNA,"USSEA,CAPRR,USLSA,CAVCR,USOAK,MXESE,MXLCS,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,CLLIR,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRIJI,BRITA,BRRGR,FRLEH,BEZEE,FRFOS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,TRMER,TRYAR,EGSOK,TRALI,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,SADMA,SAJED,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEKHA,AEFUJ,PKKAR,INNSA,LKCOL,INMUN,THLCB,VNHPG,VNCAM,CNHUI,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNSDG,CNMWN,CNCGM,CNXIA,CNRIZ,CNSHE,SGSGP,TWTAP,CNZHA,CNZHE,CNDDG,CNQIZ,CNLYW,CNBAO,CNQIN,CNCFD,CNWEI,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUMEL,AUNTL,AUBRI,AUSYD,AUHAY"
OARCRRGCK,"CNHUI,CNCZH,CNFAN,CNYJG,CNGUA,CNHKO,CNSTO,CNYPG,CNSDG,CNBHI,CNZHA,CNDNG"
OFFKCRAKK,"CAPRR,CAVCR,CANWE,BRPDM,BEZEE,DEHAM,BEANT,PLGDA,NLROT,GRPIR,SADMA,SARTA,KWMAA,IQMAB,AEJAL,AERUW,OMSOH,AEKHA,AEFUJ,CNHUI,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,CNYSN,CNCJK,CNJIT,CNNSA,CNYTN,MY3173,CNJIA,CNLYG,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNBYQ,CNSDG,AUPHE,CNXIA,CNRIZ,SGSGP,AUPWA,CNZHA,CNDDG,CNQIZ,CNLYW,CNQIN,CNCFD,AUDPR,CNMJS,KRPOH,KRGWA,JPFUK,JPKII,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPMIZ,JPKMA,KRYOS,AUNTL,AUHAY"
OFFAOSFKK,"BEZEE,DEHAM,BEANT,PLGDA,NLROT,GRPIR,SADMA,AEJAL,AEKHA,CNNBO,CNZOS,CNTJN,MYPKE,CNYSN,CNNSA,CNYTN,CNLYG,CNDAL,CNXIA,SGSGP,CNQIN,KRGWA"
