ship_mmsi,start_port,end_port
OAOFNSKKK,CNNBO,CNQIN
OFFGANFKK,CNNBO,CNQIN
OARKNYKKK,CNNBO,CNQIZ
OAOFRGKKK,CNNBO,CNQIZ
OARKGRKKK,CNNBO,CNQIZ
OARARFKKK,CNNBO,CNQIZ
OAOFRGKKK,CNNBO,CNQIZ
OARYGNKKK,CNNBO,CNQUA
OARKGRKKK,CNNBO,CNQUA
OACNYYKKK,CNNBO,CNRIZ
OACFNAKKK,CNNBO,CNRIZ
OAORNKKKK,CNNBO,CNRIZ
OACYNKKKK,CNNBO,CNRUG
OAOFOGKKK,CNNBO,CNRUG
OACNROKKK,CNNBO,CNRUG
OACKRNKKK,CNNBO,CNRUG
OFFGRYSKK,CNNBO,CNSDG
OAOFRCKKK,CNNBO,CNSHA
OAOFRGKKK,CNNBO,CNSHE
OARKFCKKK,CNNBO,CNSHE
OARKGOKKK,CNNBO,CNSHE
OFFRAANKK,CNNBO,CNSHE
OARKGOKKK,CNNBO,CNSHE
OARKGKKKK,CNNBO,CNSHE
OFFRAANKK,CNNBO,CNSHE
RNOSSGKKK,CNNBO,CNSHE
OARKGKKKK,CNNBO,CNSHE
OARKGKKKK,CNNBO,CNSHE
OFFKNGOKK,CNNBO,CNSHE
OAOFRGKKK,CNNBO,CNSHE
OARKGNKKK,CNNBO,CNSHE
OARAGFKKK,CNNBO,CNSHE
OFFANSFKK,CNNBO,CNSHE
OAOFAOKKK,CNNBO,CNSHE
OFFRAANKK,CNNBO,CNSHE
OFFRAANKK,CNNBO,CNSHE
OFFRAANKK,CNNBO,CNSHE
OFFRAANKK,CNNBO,CNSHE
OFFRAANKK,CNNBO,CNSHE
OARKGOKKK,CNNBO,CNSHE
RNOSSGKKK,CNNBO,CNSHE
OAOFRGKKK,CNNBO,CNSHE
OFFRAANKK,CNNBO,CNSHE
OFFRAANKK,CNNBO,CNSHE
OARKGNKKK,CNNBO,CNSHE
OARKFCKKK,CNNBO,CNSHE
OFFRAANKK,CNNBO,CNSHE
OFFAKFCKK,CNNBO,CNSHE
OAOFRGKKK,CNNBO,CNSHE
OFFRAANKK,CNNBO,CNSHE
OAOFRGKKK,CNNBO,CNSHE
OFFCSCYKK,CNNBO,CNSHE
OAOFCKKKK,CNNBO,CNSIZ
OAOFCKKKK,CNNBO,CNSIZ
OARNORKKK,CNNBO,CNTAI
OFFKCRAKK,CNNBO,CNTAI
OFFKCRAKK,CNNBO,CNTAI
OFFRNANKK,CNNBO,CNTAI
OAOFARKKK,CNNBO,CNTAI
OACOFGOCK,CNNBO,CNTAX
OACOFFFOK,CNNBO,CNTAX
OARCRAFAK,CNNBO,CNTAX
OACOFGOCK,CNNBO,CNTAX
OACOFGOCK,CNNBO,CNTAX
OACOFFFOK,CNNBO,CNTAX
OACOFFFOK,CNNBO,CNTAX
OARCGARFK,CNNBO,CNTJN
OARFGAKKK,CNNBO,CNTJN
OACFNKKKK,CNNBO,CNTJN
OACFNKKKK,CNNBO,CNTJN
OACFNKKKK,CNNBO,CNTJN
OARYGGKKK,CNNBO,CNTJN
OARCGANNK,CNNBO,CNTJN
OAOFCAKKK,CNNBO,CNTJN
OARKNNKKK,CNNBO,CNTJN
OACFNKKKK,CNNBO,CNTJN
OARFGAKKK,CNNBO,CNTJN
OARYGGKKK,CNNBO,CNTJN
OARCGARSK,CNNBO,CNTJN
OACFNKKKK,CNNBO,CNTJN
OACAGRKKK,CNNBO,CNTJN
OARYGGKKK,CNNBO,CNTJN
OARFGAKKK,CNNBO,CNTJN
OARFGAKKK,CNNBO,CNTJN
OARYGGKKK,CNNBO,CNTJN
OARAOKKKK,CNNBO,CNTJN
OARFGAKKK,CNNBO,CNTJN
OARKGNKKK,CNNBO,CNTJN
OARYGGKKK,CNNBO,CNTJN
OAOFCAKKK,CNNBO,CNTJN
OACFNKKKK,CNNBO,CNTJN
OARFGAKKK,CNNBO,CNTJN
OARFGAKKK,CNNBO,CNTJN
OACFNKKKK,CNNBO,CNTJN
OACGKOKKK,CNNBO,CNTJN
OAOFOOKKK,CNNBO,CNTJN
OARYGGKKK,CNNBO,CNTJN
OFFARYYKK,CNNBO,CNTJN
OARYGGKKK,CNNBO,CNTJN
OACFNKKKK,CNNBO,CNTJN
OARCGANRK,CNNBO,CNWEI
OARCGARFK,CNNBO,CNWEI
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
OARAGCKKK,CNNBO,CNWGQ
OARSOSKKK,CNNBO,CNWGQ
OARSOSKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
OARAGCKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
OARSOSKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
OAOFCYKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
CRNKGFYRA,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
OARANOKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
OARANOKKK,CNNBO,CNWGQ
OARANOKKK,CNNBO,CNWGQ
OFFRAYRKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
OARKFOKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
OARKFOKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
OARCYRNNK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
OAORKOKKK,CNNBO,CNWGQ
OARCSSAAK,CNNBO,CNWGQ
OAORKOKKK,CNNBO,CNWGQ
OAORKRKKK,CNNBO,CNWGQ
RNRKGGKKK,CNNBO,CNWGQ
RNRKGGKKK,CNNBO,CNWGQ
OARARAKKK,CNNBO,CNWGQ
RNCANRKKK,CNNBO,CNWGQ
RFCYROKKK,CNNBO,CNXIA
OFFKNFAKK,CNNBO,CNXIA
OFFFGNSKK,CNNBO,CNXIA
OFFSRCRKK,CNNBO,CNXIA
OARAOYKKK,CNNBO,CNXIA
OFFRASCKK,CNNBO,CNXIA
OFFYGFSKK,CNNBO,CNXIA
OFFSRCCKK,CNNBO,CNXIA
OFFKKOFKK,CNNBO,CNXIA
OFFFACSKK,CNNBO,CNXIA
OFFCGYRKK,CNNBO,CNXIA
OFFKNFAKK,CNNBO,CNXIA
OFFKFFSKK,CNNBO,CNXIA
OFFOGOOKK,CNNBO,CNXIA
OFFKNFAKK,CNNBO,CNXIA
